ID,Author,Genre,Date,Cleaned Text,Provenance,Personnes,Lieux,Text Irregularities
TM 17595,nan,receipt,AD 538 - 539,φλ ἰωάνου λαμπρ πολιδευμενου δ ἐμοῦ φεὶβ προ ἀπολλω φφρο ἐδάμεν καὶ ἐπληρώθην παρὰ σοῦ τὸν φ ἀρουρῶν κλήρου πία σὲ πετίου κώμης φθλα ἀκουλούθο θωσεως ὑπὲρ κανόνος δευτέρας ἰνδ ἐκ πλήρους καὶ εἰς σ ποιπημαι ταύτην τὴν πληρωτικὴν η ἀποχὴν ὡς πρόκ ὁ π μένος γεοῦχος διʼ ἐμοῦ φεὶβ πρ στοιχεῖ μοι ἡ ἀποχὴ βίκτορος ψαί πρεσβ καὶ προ τοῦ κιρίου κῦρος ἀξιωθεὶ ψα ὑπὲρ αὐτοῦ γράμματα μ εἰδότος,Aphrodito,"φλαυιος ιωανου, φειβ, απολλω, φειβ, βικτορος, ψαιου, κυρος, ","ακπκο αφροδιτης, κληρου πια σε, κωμης φθλα","['η: η', 'εδεξαμεν: εδεξαμην', 'μισθωσεως: μισθωσει', 'πετιου: πεδιου', 'πεποιπημαι: πεποιημαι', 'κιριου: κυριου', 'κυρος: κυρου', 'μ: μη']"
TM 17640,nan,contract,AD 534 - 535,μαι παρὰ σοῦ πρὸς μόνον σπορᾶς γενήματος σκαιδεκάτης ἰνδικ ρουρῶν ὅσων ἐστὶν ντων κατὰ τὰ τρία με τὴν πᾶσαν γεωργικὴν ῶν ἰδίων μου ζῴων φρονήσεως καὶ ἀμελίας ιδομένης παρʼ ἐμοῦ ου τὸ περιγιγνόμενον ων καὶ ἀχύρων εἰς ἡμᾶς τὰ τὸ ἥμισυ εἰς ἐμὲ μὲν ὑπὲρ τῶν ὲ ὑπὲρ τῶν ἐκφορίων ἀράκου ἐκ τοῦ προκ γεωργίυ ἡμᾶς κατὰ τὸ τριμερές έρος ἓν ὑπὲρ τῶν καμάτων δύο ὑπὲρ τῶν ἐκφορίων ειν τὴν σπερμοβολίαν καὶ λαμβάνω ς δὲ λιβικὰς ἀλλοτρίας ἀρούρας ου τὸ γεωργικὸν μέρος τοῦ δὲ ξυλικοῦ σου ὀργάνου εἶναι ης ἐκ τοῦ κοινοῦ λόγῳ μισθοῦ ὰ δὲ ἄλλα ἀναλώμα ἐκ τοῦ κοινοῦ δισσὴ γραφεῖσ καὶ ἐπερ ἀνδρέας πρκ μεμσθμαι ὡς πρόκ αὐρήλιος ἀξιω ἔγραψα ὑπὲρ αὐτοῦ φη διʼ ἐμοῦ ἀβρααμίου,Aphrodito,"κυρια, ανδρεας, αυρηλιος, αβρααμιου, ",,[]
TM 17848,nan,letter,AD 548,διαμέμνηται ἡ σὴ ἐνδοξότης ὡς ἔτι διαγούσης αὐτῆς κατὰ τὴν βασιλείδα ταύτην πόλιν οἱ παῖδες ἀπολλῶ τοῦ μακαριωτάτο οἱ ἐξ ἀφροδίτης τῆς κώμης ὁρμώμενοι κατὰ τὴν αὐτὴν εὐδαίμονα γενάμενοι πόλιν διʼ ὄχλου γεγόνασιν ἡμῖν φήσαντες θεοδόσιον τὸν μεγαλοπρεπέστατον τοὺς ὑπὲρ τῆς ἑνδεκάτης ἐπινεμ δημοσίους ἀποπληρωθέντα φόρο μηδὲν ὑπὲρ αὐτῶν ἐπὶ τὸ δημόσιον καταθεῖναι τὸν δὲ πάγαρχον εἰσπράττειν αὐτοὺς τὰ εὐσεβῆ τελέσματα καὶ μὴ δίκαιον εἶναι δεὶς καταβαλεῖν ὑπὲρ τῶν αὐτῶν χρόνων προτρέπομεν τοίνυν τὴν σὴν ἐνδοξότητα τοῦτο μὲν διὰ τὸ δίκαιον καὶ τὸν νόμον τοῦτο δὲ καὶ διὰ τὴν ὑπόλημψιν τοῦ προειρημένου μεγαλοπρεπεστάτου ἀνδρός τὰς οἰκείας ἐπαγγελείας πληρῶσαι καὶ παρασκευάσαι τὸ ἱκανὸν αὐτοῖς περιγενέσθαι ἢ γὰρ ἀνάγκη θεοδόσιον τὸν μεγαλο τοὺς ὑπὲρ αὐτῶν ποιούμενον λόγους ἀποσοβῆσαι ἐκ τῆς κατʼ αὐτῶν εἰσπράξεως τὸν ἐπιφυόμενον αὐτοῖς ἢ ἐπὶ τούτους καταθεῖναι ὅπερ ἔτυχε παρʼ αὐτῶν εἰληφώς ὡσὰν τοίνυν μὴ καὶ εἰς τὰς θείας ἀνενεχθείη ταῦτα παρʼ αὐτῶν ἀκοάς σπουδασάτω ἡ σὴ ἐνδοξότης τούτους διευλυτῶσαι τοῦτο δὲ αὐτὸ καὶ θωμᾷ τῷ λαμπροτάτῳ χαρτουλ τῆς παρʼ ἡμῶν προνοουμένης θειοτάτης οἰκίας ἐπετρέψαμεν διαπράξασθαι,Byzantion,"απολλω, θεοδοσιω, θεοδοσιω, θωμα, ",οι εξ αφροδιτης της κωμης ορμωμενοι,"['δεις: δις', 'επαγγελειας: επαγγελιας', 'βασιλειδα: βασιλιδα']"
TM 17959,nan,contract,AD 522,άχου καὶ βοηθείου τῶν λαμπρο η πρώτης ἰνδικ τῷ θαυμασιωτάτῳ ροδίτης τοῦ ἀνταιοπολίτου νμοῦ ρου π αὐρηλίου ἀβρααμίυ λλας ἀπὸ ἐποικίου ψινσου ἀφροδ τοῦ αὐτοῦ νομοῦ χαίρ εισμένος μεμισθῶσθαι υ πρὸς τριετῆ χρόνον πῶν τῆς σὺν θεῷ μελλού καὶ τοῦ ἑξῆς χρόνου ν ἄπα ἰωάννου μακαρίου παρὰ σοῦ διακ ἐν τῇ πεδιάδ ροδ ἐν κλήρῳ νεμπκῆτος ς καὶ δικαίων πάντων κατὰ τὰ ὅρια γεωργικὴν ἐργασίαν ἰδίων μου ἀναλωμάτων ποιήσω σοι ἄνευ πάσης ρὸς τὴν δύναμιν τοῦ αὐτοῦ εὐλαβεστάτου σ ἣνπερ ἁπλῆν γραφεῖσάν ρωτηθ ὡμολόγησα ὁ προγεγραμμέν μεμίσθωμαι όκ ἀπολλὼς ἰσακίου ἀξιωθεὶς εἰδότος διʼ ἐμοῦ οὐίκτορος ἀπολλ,Aphrodito,"αυρηλιου αβρααμιου, σιβυλλας, απα ιωαννου, μακαριου, αυρηλιος αβρααμιος, απολλως, ισακιου, ουικτορος, απολλωτος, ","κωμης αφροδιτης, του ανταιοπολιτου νομου, απο εποικιου ψινσου, της αυτης κωμης ακφροδιτης, της αυτης κωμης αφροδιτης, εν κληρω νεμπκητος",[]
TM 17960,nan,receipt,AD 523 - 524,φλ παῦλος ἔκδικος τῆς ἀνταιοπολιτῶν  τοῖς θαυμ πρωτοκωμήταις κώμης ἀφροδίτης ἔσχον καὶ ἐπληρώθην παρʼ ὑμῶν τῶν ἐξ ἔθους διδομένων μοι συνηθειῶν ὑπὲρ τῆς ὑμῶν κώμης χρσοῦ νομισμάτων δύο παρὰ κεράτια τέσσερα τῷ χρυσοχοικῷ σταθμῷ κανόνος δευτέρας ἰνδικτίονος καὶ εἰς ὑμετέραν ἀσφάλειαν πεποίημαι ὑμῖν ταύτην τὴν ἀποχὴν ὡς πρόκ φλ παῦλος ἔκδικος ὁ προγεγραμμ στοιχεῖ μοι ἡ ἀποχὴ ὡς πρόκ gaplines,Antaiopolis,"φλαυιος παυλος, φλαυιος παυλος, ","της ανταιοπολιτων, κωμης αφροδιτης",['τεσσερα: τεσσαρα']
TM 17961,nan,receipt,AD 523 - 524,ῦλος ἔκδικος ἀνταίου  τοῖς θαυμασιωτάτοις πρωτοκωμήταις κώμης ἀφροδίτης ἔσχον καὶ ἐπληρώθην παρʼ ὑμῶν τοῦ ἐξ ἔθους διδομένου ἕνος νομίσματος παρὰ κεράτια δύο τῷ χρυσοχοικῷ σταθμῷ τῷ αἰδεσίμῳ ὀρδιναρίῳ ὑπὲρ ἐμοῦ ἐκ τῶν ἐμῶν συνηθειῶν κανόνος δευτέρας ἰνδ καὶ εἰς ὑμέτεραν ἀσφάλειαν εοίημαι ὑμῖν ταύτην τὴν ἀποχὴν ὡς πρόκ φλ παῦλος ἔκδικος ὁ προγεγραμμ ποχὴ ὡς πρόκ gaplines,Antaiopolis,"φλαυιος παυλος, φλαυιος παυλος, ","ανταιου, κωμης αφροδιτης",[]
TM 17962,nan,contract,AD 537,με τὴν ὑπατείαν φλ βελισαρίου τοῦ ἐνδοξ φαῶφι ι πρώτης ἰνδκ τῷ θαυμασ ἀπολλῶτι διοσκόρου ψιμανώβετ συντελεστῇ ἀπὸ κώμης ἀφροδίτης τοῦ ἀνταιοπολίτου νομοῦ π αυρηλίου ψαΐου φουνσίου σαλατόκου ἀπὸ τῆς κώμης τοῦ αὐτοῦ νομοῦ χαίρ ὁμολογῶ ἑκουσίως καὶ αὐθαιρέτως μεμισθῶσθαι παρὰ τῆς σῆς ἀρετῆς πρὸς πενταετῆ χρόνον λογιζόμ ἀπὸ καρπῶν σὺν θ μελλ δευτέρας ἰν καὶ αὐτῆς τὰς ὑπαρχούσας σοι ἀρούρας καλουμένας κασιλλᾶτο κλήρου θινεστμὲ ἀνύδρους ἐκ λιβὸς τῆς ὁδοῦ ἐκ βορρᾶ τὰ ἰδίας μου ἀρούρας ἐφʼ ᾧ με παρσχ ὑπὲρ ὧ δυνήσομ γεωργῆσ ἐν τελείῳ καὶ ἀβροχικῷ ἑκάτης ἀρούρης πρὸς ἀναμέτρησιν σχοινί ἀνὰ σίτου ἀρτάβας δύο μέτρῳ ἀναμφιλόγως ἡ μίσθ κυρία καὶ βεβία καὶ ἐπερωτ ὡμολ αὐρήλιος ψάιος φουνσί ὁ προκ μεμίσθωμαι ὡς πρόκ φλ θεότεκν ψαίου ἀποπραιποσίτου ἀξιωθεὶς ἔγραψα ὑπ τοῦ γράμματα μὴ εἰδότος διʼ ἐμοῦ κύρου νομικ ἐγράφ θε ίσθ ψαΐου ἄρουραι κασιλλ,Aphrodito,"απολλωτι, διοσκορου, ψιμανωβετ, αυρηλιου ψαιου, φουνσιου, σαλατοκου, αυρηλιος ψαιος, φουνσιου, φλαυιος θεοτεκνος, ψαιου, κυρου, ψαιου, ","απο κωμης αφροδιτης, του ανταιοπολιτου νομου, τας αρουρας καλουμενας κασιλλακκτος, κληρου θινεσταυε, αρουραι κασιλκλατος",['βεβια: βεβαια']
TM 17963,nan,bond,AD 545,μετὰ τὴν ὑπατ φλ βασιλείου το δοξ ἁθὺρ ἐννάτης ἰνδ φλ ἀμμωνί ῷ μεγαλοπρεπ κόμ τοῦ θείου κονσιστωρίου υἱῷ τοῦ τῆς λαμπρ μνήμ θεοδοσίου διὰ τοῦ εὐδοκιμ ἀπολλῶτος διοσκόρου διοικητοῦ π αὐρηλ ψαίου ὥρου ἐκ μη τάτας γεωρ ῆς πεδιάδ φθλὰ τοῦ ἀνλίτου νομοῦ χαίρ ὁμολογῶ ὀφείλειν σοι καὶ χρεωστεῖν ὑπὲρ τίμ κριθ πραθ μοι παρὰ σοῦ καν χρυσοῦ τρ ἓν ἀναμφ γί χρ τριμ α καὶ ττο ἀποδώσω σοι ἐν τῷ μηνὶ μχεὶρ τῆς παρ ἐννάτης ἰνδ χωρὶς ἀης κιδύνῳ ἐμῷ καὶ πόρῳ καὶ ἐπερ α ψαΐου ὥρου ὁ προκσυμφο ν ρόκ ἀπολλὼς κομασίου ἀξ γγραψα ὑπὲρ αὐτοῦ ἀ γραμάτου αὐρήλιος β ψ μαρτυρῶ τῇ ὀειλ κούσας παρὰ τοῦ θεμένου αὐρήλιος ἰωάννης κορνηλίου μαρτυρῶ τῇ ὠφιλῇ ἀκοας παρὰ τοῦ θεμένου διʼ ἐμοῦ κύρ νομικ κόμ,Aphrodito,"φλαυιω αμμωνιω, θεοδοσιου, απολλωτος, διοσκορου, αυρηλιου ψαιου, ωρου, τατας, αυρηλιος ψαιου, ωρου, απολλως, κομασιου, αυρηλιος, ψ, αυρηλιος ιωαννης, κορνηλιου, κυρου, ","φθλα, του ανταιοπολκικτου νομου","['εννατης: ενατης', 'συμφονει: συμφωνει', 'εγγραψα: εγραψα', 'εννατης: ενατης', 'ωφιλη: οφειλη']"
TM 17964,nan,contract,AD 569, ῳ ἀπὸ τῆστε ῆς καλλιπόλ ἀν παρʼ ἐμο παρόντος περήτ ἱοῦ ἰουὰβ ἐκ μητρὸς ῥοσύνης ἑβίου τῷ ἔθνει καταμένο τος δὲ ἐνταῦθα ἐὶ τῆς αὐτῆς πόλες χαίρ ὁμολογῶ ἐγὼ ὁ προγεγραμμ περήτ ἰουδαῖος δι ταύτης μο τῆς ἐγγράφο μισθωτικ ὁμολογίας ἑκουσίως καὶ αὐθαι ρέτως μεμισθῶσθαι παρὰ της ὑμ ξ τὸ ὑπάρχον ὑμῖν καὶ διαφέρ κληρον ἐργαστήριον σαλκαμαρικ ποτε νῦν δὲ βαφευτικὸν ἐσόμενο τὸ διακείμενον ἐπὶ τῆ νοτίνης δημοσίας ἀγορᾶς ποκάτω τῆς σῆς οἰκητικῆς ἰκίας τῆς οσης ἐν τῷ αὐτῷ νοτί ρῳ ταύτης τῆς ἀντι πόλες ἐφʼ ᾧ με τοτο ἔχειν ὑπʼ ἐμὲ εἰς οἴκησίν τε καὶ χρῆσιν ἐφʼ ὁνδαν βούλεσθε χρόνον ψηφιζόμενον ἀπὸ νεομηνίας το εἰσιόντος μηνὸς ἐπεὶφ ἀρξομ τρίτης ἰνδκ καὶ αὐτῆς καὶ το ἑξῆς χρόνο καθʼ ἔτος κελλίο ἤτοι ἐργαστηρί οἵας ἐστὶν διαθέσ μετὰ παντὸς αὐτο τοῦ δκαίο καθʼ ἕκ μῆνα χρυοῦ κεράτιον ἕν ἥμισυ τέταρ δ ωμοσύνης καὶ ὑπθέσεως ν αντοίας μο ὑποστάσ σι ι τοῦ χρόνο ἀπ,Antinoopolis,"περητ, ιουαβ, ῥοσυνης, περητ, ","απο τηστε τησδε της καλλιπολεως αντινοεωνκ, εβραιου, ιουδαιος, ταυτης της αντινοεων πολεωςκ","['τηστε: τησδε', 'σαλκαμαρικο: σαλγαμαρικον', 'καθʼ: κατʼ']"
TM 18007,nan,judicial,AD 550,κόμε καὶ ἄρχ τῆς θηβ αρχε οις εἰς παράταξιν παρεσκευασμένοις τῇ τῶν τακτικῶν ἐμπειρίᾳ ει θεσπίσαι γὰρ εὐτυχῶς κατηξίωσεν διὰ θείου πραγματικοῦ τύπου ακοσίων ὀκτὼ πρὸς παραφυλακὴν τῆς θηβαίων ἐπαρχίας καὶ πρς ν καὶ προνοητικὴν διοίκησιν πέρατι παραδοῦναι προστέτακται δόκιμος φανεὶς ὡς καὶ μεμαρτύρητ παρὰ τῆς κρατούσης τοῦ ἐνδοξότητι πρᾶον τὸ λυσιτελοῦν ἑκάστῳ διασκοπῶν ἰουστιιανοῖς διὰ θεοτέκνου τοῦ καθοσιωμένου αὐτῶν λίου καὶ αὐγούτου κατὰ μὲν ῥωμαίους τῆς αὐτῆς ληγατίονι καὶ τ ὑποτεταγμένῃ γνώσει εἰδότες ὡς εἰ κατά τι i legi χρὴ ἐκ τῆς ὑμῶν κώμης τὸ ὑπτεγμέν μέτον σίτυ καὶ οἴνο νέου καὶ ἀχύρ εἰσενγκεῖν καὶ πρασχεῖν τοῖ ενναιοις στρατιώτς τοῖς κ τοῦ τματ τῶν εννοτάτω ἰουστινι διʼ ἀξιοπίσ ἐπιμελη διὰ θεοτκνου καθονο αὐτῶν ὀίονος ὑπὲρ μὲν μηνὸς αίου αὶ ἰίου τῆς τρσκκάτ ἰνδ ὑπὲρ δὲ ἰουλίου κ αὐγοστου ατὰ μὲν ῥωμαίους τς α τρισκαιδεκάτης νδ κατὰ δὲ γυπτίους τεσσαρεσκαιδεκάτης τεσσαρεσκαιδεκάτης ἐπινεμή δῆλα δὲ τῆς καταβολ γιγνομέ τὰ φορμαρ κο σίτο m ιη ὕ τῷ ὀπτί σίτο m ι τῷ δημσί σίτο m ων σερῆνος φοιβάμμων ὁ μεγαλοπρ κόμε καὶ ἄρχ τῆς θηβ αρχε οις εἰς παράταξιν παρεσκευασμένοις τῇ τῶν τακτικῶν ἐμπειρίᾳ ει θεσπίσαι γὰρ εὐτυχῶς κατηξίωσεν διὰ θείου πραγματικοῦ τύπου ακοσίων ὀκτὼ πρὸς παραφυλακὴν τῆς θηβαίων ἐπαρχίας καὶ πρς ν καὶ προνοητικὴν διοίκησιν πέρατι παραδοῦναι προστέτακται δόκιμος φανείς ὡς καὶ μεμαρτύρητ παρὰ τῆς κρατούσης τοῦ ἐνδοξότητι πρᾶον τὸ λυσιτελοῦν ἑκάστῳ διασκοπῶν ἰουστιιανοῖς διὰ θεοτέκνου τοῦ καθοσιωμένου αὐτῶν λίου καὶ αὐγούτου κατὰ μὲν ῥωμαίους τῆς αὐτῆς ληγατίονι καὶ τ ὑποτεταγμένῃ γνώσει εἰδότες ὡς εἰ κατά τι ι monogram λεγι χρὴ ἐκ τῆς ὑμῶν κώμης τὸ ὑπτεγμέν μέτον σίτυ καὶ οἴνο νέου καὶ ἀχύρ εἰσενγκεῖν καὶ πρασχεῖν τοῖ ενναιοις στρατιώτς τοῖς κ τοῦ τματ τῶν εννοτάτω ἰουστινι διʼ ἀξιοπίσ ἐπιμελη διὰ θεοτκνου καθονο αὐτῶν ὀίωνος ὑπὲρ μὲν μηνὸς αίου αὶ ἰίου τῆς τρσκκάτ ἰνδ ὑπὲρ δὲ ἰουλίου κ αὐγοστου ατὰ μὲν ῥωμαίους τς α τρισκαιδεκάτης νδ κατὰ δὲ γυπτίους τεσσαρεσκαιδεκάτης ἐπινεμή δηλαδὴ τῆς καταβολ γιγνομέ τὰ φορμαρ κο σίτο μό ιη ὕ τῷ ὀπτί σίτο μό ι τῷ δημσί σίτο μό,Aphrodito,"φλαυιος, σερηνος, φοιβαμμων, πλουτινος, θεοτεκνου, θεοτεκνου, ","της θηβαιων επακρχειας, τω θηβαιων εθνει, τη ερμουπολιτων πολει, των νουμιδων, της θηβαιων επαρχιας, τοις νουμιδαις, κατα μεν ῥωμαιους, κατα δε αιγυπτιους, απο κωμη αφροδιτης, του ανταιοπολιτου, των νουμιδων, κατα μεν ῥωκμκαιους, κατα δε αιγυπτιους","['πολιτια: πολιτεια', 'καθοσιωμενου: καθωσιωμενου', 'καθοσιωμενου: καθωσιωμενου', 'τρισκαιδεκατης: τρεισκαιδεκατης', 'τρισκαιδεκατης: τρεισκαιδεκατης']"
TM 18028,nan,petition,AD 551,ίῳ μαριανῷ ακκώβῳ μαρκέλλῳ ἀνινᾷ ἀδδα ῷ ἐνδοξ καὶ πανευφήμῳ ἐπάχῳ τῶν ἱερῶν πραιτορίων δέησις καὶ ἱκεσία παρὰ διοσκόρου ἐλεεινοῦ οἰκητοῦ ἀ ἀφροδίτους τῆς κώμης τοῦ ἀνταιοπολίτ νμοῦ,Aphrodito,"φλαουιω μαριανω ιακκωβω μαρκελλω ανινα αδδαιω, διοσκορου, ","απο αφροδιτους της κωμης, του ανταιοπολιτου νομου",[]
TM 18048,nan,letter,AD 548,κς ὁ θαυμάσιος ὁ τήνδε μου τὴν ἐπιστολὴν ἀποδιδοὺς ετέρᾳ ἐνδόξῳ ὑπεροχῇ ὥρμηται μὲν ἐκ τῆς θηβαίων χώρας ιηθεὶς δέ ὥς φησιν παρά τινων αὐτόθι τὴν ἐντεῦθεν βλάβην ἀφέρων εἰς τὴν βασιλίδα ταύτην παρεγένετο πόλιν ἱκέτης τε γενόμενος τοῦ εὐσεβ δεσπότου θείων ἔτυχεν συλλαβῶν πρὸς τὴν ὑμετέραν φιλανθρωπείαν  μίαν ταύτην αὐτῷ βοήθειαν ἀσφαλῆ καλῶς ὑπολαβὼν τὴν ἐκ τῆς ὑμετέρας δικαιοσύνης ἐπικουρίαν ταύτης δεῖται τυχεῖν παρʼ ὑμῶν καὶ τὴν ἐπιστολὴν ὑπὲρ τούτων ᾔτησεν πρὸς ὑμᾶς  οἶδα δέ ὅτι καὶ τῆς ἐμῆς αἰτήσεως χωρὶς αὐτῷ τε καὶ τοῖς ἄλλοις ἅπασιν τὰ δίκαια δίδωσιν ἡ ὑμετέρα ὑπεροχή  παρακαλῶ δὲ καὶ σπουδήν τινα πλείω προστεθῆναι διοσκόρῳ τῷ θαυμασίῳ ὥστε κἀμὲ χρήσιμον αὐτῷ φανῆναι καὶ ὑμᾶς πολλῷ πλείονα τὸν ἀπὸ τοῦ δεσπότου θεοῦ μισθὸν ἀπολαβεῖν,Byzantion,"διοσκορος, διοσκορω, ",εκ της θηβαιων χωρας,[]
TM 18179,nan,contract,AD 547,ἀπολλῶτος διοσκόρου ἀπὸ κώμης ἀφροδίτης τοῦ ἀνταιοπολίτου νομοῦ π αὐρηλίων μαθείου πννίτου καὶ φιβέου ἀπολλῶτος ἀπὸ τῆς κώμης χαίρ μεμισθώμεθα παρὰ σοῦ πρὸς ὅλον χρόνον ὅν αὐτουργήσαμεν εἰς τὸ κτῆμα μυρξυσιου ἀπὸ καρπῶν ἑνδεκάτης ἰνδ καὶ αὐτῆ τὸ ὑπάρχον υμιν μέρ τρίτον τῶν ἀνύδρων ἀρουρῶν λεγομένων ταναρῆς τοῦτʼ ἔστι τὴν βορινὴν μερίδαν ἐκ νότου τοῦ ὑφʼ ἡμᾶς τόπου ἐφʼ ᾧ με ταύτας γεωργ ἐκ τῶν ἡμῶν ζῴων καὶ ποτίσαι ἀπὸ τοῦ ἡμῶν λάκκου καὶ πᾶσαν γεωργικὴν ἐργασείαν ποιήσασθαι ἀκαταφρονήτ τῆς δὲ σπερμοβολίας ἐξ ἴσου διδομέν τοῦ δὲ καιροῦ γενομένου τὸ περιγιγνόμεν τὸ περιγιγνόμενον παντ γενημάτων καὶ ἀχύρων ἕξομεν κατὰ τὸ ἥμισυ ἡ μίσθ καὶ ἐπερ αὐρήλιος μαθείας πόνντος ὁ προκ συμφονωῖ μοι ὡς πρόκ αὐρήσλιιος φιβᾶ ἀπολλῶτος ὁ προκ συνφωνῖ μο ι ὡς πρόκ πρὸς τὰ ὅρια διʼ ἐμοῦ κύρου νομικ,Aphrodito,"απολλωτος, διοσκορου, αυρηλιων μαθειου, φιβεου, ποννιτου, απολλωτος, αυρηλιος μαθειας, ποννιτος, αυρησλιιος φιβα, απολλωτος, κυρου, ","απο κωμης αφροδιτης, του ανταιοπολιτου νομου, των αρουρων λεγομενων τανακρης","[': ', 'το περιγιγνομενον: το περιγιγνομενον', 'αυτουργησαμεν: αυτουργησομεν', 'μεριδαν: μεριδα', 'εργασειαν: εργασιαν', 'συμφονωι: συμφωνει', 'συνφωνι: συμφωνει']"
TM 18402,nan,contract,AD 569,ἁθὺρ νεομηνίᾳ τρίτης ἰνδ ἔτυς του τῆς βασιλίας κα ὑπατείας τοῦ θειοτ ἡμῶν δεσπ φλ ἰουστίνου τοῦ αἰωνίου αὐ αὐτοκρά,Aphrodito,"ⲡⲁⲡⲛⲟⲩⲧⲉ, ⲁⲛⲟⲩⲡ, ⲁⲡⲟⲗⲗⲱ, ⲓⲟⲩⲗⲓⲟⲥ, ⲥⲁⲣⲁⲡⲁⲙⲙⲱⲛ, ⲇⲓⲟⲥⲕⲟⲣⲟⲥ, ⲉⲙⲉⲥⲓⲁⲛⲏ, ⲛⲉⲙⲉⲥⲓⲁⲛⲏ, ⲡⲁⲡⲛⲟⲩⲧⲉ, ⲁⲛⲟⲩⲡ, ⲁⲡⲟⲗⲗⲱ, ⲓⲟⲩⲗⲓⲟⲥ, ⲥⲁⲣⲁⲡⲁⲙⲙⲱⲛ, ⲡⲁⲡⲛⲟⲩⲧⲉ, ⲁⲛⲟⲩⲡ, ⲁⲡⲟⲗⲗⲱ, ⲓⲟⲩⲗⲓⲟⲥ, ⲡⲁⲡⲛⲟⲩⲧⲉ, ⲡⲁⲡⲛⲟⲩⲧⲉ, ⲁⲛⲟⲩⲡ, ⲁⲡⲟⲗⲗⲱ, ⲁⲡⲁ ⲡⲁⲡⲛⲟⲩⲧⲉ, ",ⲛⲣⲱⲙⲉ ⲛⲡⲧⲟⲟⲩ ⲛⲫⲁⲣⲟⲟⲩ,['βασιλιας: βασιλειας']
